company name,industry,registered,scale
聚盟共建,专业技术服务业,"4,500万(元)",信息科技、计算机软硬件、网络系统、电子产品、通讯设备技术领域内的技术开发、技术转让、技术咨询、技术服务；电子商务平台的技术开发；道路普通货物运输；仓储服务（除食品、危险化学品）、装卸服务；国内货运代理；承办海运、空运、陆运的国际货运代理，包括：揽货、托运、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、保险、相关的运输咨询服务；会务服务；企业营销策划、文化艺术交流活动策划、公关活动组织策划；商务信息咨询（不含行政许可项目）、企业管理咨询、市场信息咨询与调查（不得从事社会调查、社会调研、民意调查、民意测验）；电器上门安装与上门维修，电脑上门维修；销售汽车及零配件；房屋租赁中介；增值电信业务（凭许可证核定内容经营）；国内贸易代理。（前述经营项目中法律、行政法规规定前置许可经营、限制经营、禁止经营的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
极兔速递,专业技术服务业,"1,000万(元)",物流专业领域内的技术研究，货物运输代理，搬运装卸服务，仓储服务（除危险化学品），计算机软件开发，普通货运，国内快递（邮政企业专营业务除外），投资管理，投资咨询，商务咨询，企业管理咨询，电子商务（不得从事增值电信、金融业务），展览展示服务，室内外装潢及设计，销售计算机、软件及辅助设备、电子产品及配件、电脑耗材、五金交电、家用电器、办公用品、日用百货、工艺礼品（象牙及其制品除外）、服装鞋帽、建筑材料，以下经营范围限分支机构经营：站场：货运站（场）经营（货运代理）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
跨越速运,道路运输业,"46,761.7489万(元)",一般经营项目是：国内货运代理；货物运输信息咨询；海上、陆路、航空国际货运代理业务；提供装卸搬运服务；汽车租赁（不配备操作人员的租赁，不包括金融租赁活动）；计算机软硬件开发与销售；国内贸易；货物及技术进出口。（以上均不含法律、行政法规、国务院决定规定须经批准的项目），许可经营项目是：国内快递，普通货运，货物专用运输（集装箱）；货物专用运输（冷藏保鲜）； 停车场经营；仓储服务、从事广告业务。
快达物流,装卸搬运和仓储业,100万(元),普通货运；仓储（化学危险品及易制毒品除外）；国内货运代理；搬倒装卸服务；货物专用运输（集装箱、冷藏保鲜）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
跨越速运,道路运输业,"46,761.7489万(元)",一般经营项目是：国内货运代理；货物运输信息咨询；海上、陆路、航空国际货运代理业务；提供装卸搬运服务；汽车租赁（不配备操作人员的租赁，不包括金融租赁活动）；计算机软硬件开发与销售；国内贸易；货物及技术进出口。（以上均不含法律、行政法规、国务院决定规定须经批准的项目），许可经营项目是：国内快递，普通货运，货物专用运输（集装箱）；货物专用运输（冷藏保鲜）； 停车场经营；仓储服务、从事广告业务。
快达物流,装卸搬运和仓储业,100万(元),普通货运；仓储（化学危险品及易制毒品除外）；国内货运代理；搬倒装卸服务；货物专用运输（集装箱、冷藏保鲜）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
开心快递,邮政业,50万(元),国内快递（邮政企业专营业务除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
快速递,多式联运和运输代理业,50万(元),货物运输代理;国际货运代理;打包、装卸、运输全套服务代理;物流代理服务;仓储代理服务;其他仓储业（不含原油、成品油仓储、燃气仓储、危险品仓储）;管道运输业;航空运输货物打包服务;船舶代理;邮政代办业务;票务服务;商品零售贸易（许可审批类商品除外）;商品批发贸易（许可审批类商品除外）;
快服务,科技推广和应用服务业,284.5733万(元),技术开发、技术转让、技术咨询、技术服务；经济贸易咨询；基础软件服务；应用软件服务（不含医用软件）；汽车租赁（不含九座以上客车）；货运代理；销售日用品、通讯设备、五金交电、文具用品、体育用品、机械设备、电子产品、计算机、软件及辅助设备、珠宝首饰、家用电器、家具、建筑材料、汽车零配件、针纺织品、服装；货物专用运输（冷藏保鲜）（道路运输经营许可证有效期至2021年12月19日）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
快8速运,电气机械和器材制造业,"657,719.6909万(元)",生产经营家用电器、电机及其零部件；中央空调、采暖设备、通风设备、热泵设备、照明设备、燃气设备、压缩机及相关通用设备、专用设备、家用空调设备及其零部件的研发、制造、销售、安装、维修及售后服务；从事家用电器、家电原材料及零配件的进出口、批发及加工业务（不设店铺，不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家规定办理）；信息技术服务；为企业提供投资顾问及管理服务；计算机软件、硬件开发；家电产品的安装、维修及售后服务；工业产品设计；酒店管理；广告代理；物业管理；企业所需的工程和技术研究、开发及其销售和推广；对金融业进行投资。（经营范围涉及行政许可的项目须凭有效许可证或批准证明经营）(依法须经批准的项目，经相关部门批准后方可开展经营活动)
联昊通物流,多式联运和运输代理业,550万(元),国际货运代理、国内货运代理（法律、行政法规、国务院决定规定需要交通部门审批的，须取得有关批准文件后方可经营）；国内贸易(不含法律、行政法规、国务院决定规定须前置审批项目及国家禁止项目）^仓储；短途运输信息咨询（不含国家限制项目）；国内快递（邮政企业专营业务除外）；普通货运。
乐天速递,邮政业,500万(元),国内快递（邮政企业专营业务除外）；国内货物运输代理；国际货物运输代理。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
乐递供应链,多式联运和运输代理业,500万(元),一般经营项目是：供应链管理；物流方案设计；搬运装卸服务；仓储服务；代办报关业务；国内外货运代理；信息咨询；国内贸易；经营进出口业务。（以上各项涉及法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：
论道国际物流,多式联运和运输代理业,500万(元),货物进出口、技术进出口、代理进出口(不含国家禁止或限制进出口的货物或技术)；报关报检服务；供应链管理设计及咨询；仓储服务（不含危险品）；货运代理；普通货物运输(不含危险品）；装卸服务；产品外包装服务；软件开发；网页设计；计算机系统集成；家用电器、汽摩配件、办公用品、电子产品、五金交电、日用百货、预包装食品兼散装食品、保健食品、药品、酒水、饮料（凭许可证在核定期限内经营）的批发兼零售及网上销售；商务信息咨询（不含商务调查）；广告设计、发布；增值电信业务（凭许可证在核定期限内经营）。（依法须经审批的项目，经相关部门审批后方可开展经营活动）
林安物流,None,0,None
6LS EXPRESS,None,0,None
联运通物流,邮政业,"5,000万(元)",国际货运代理；从事国内航线的航空货运销售代理业务；从事国际航线或者香港、澳门、台湾地区航线的航空货运销售代理业务（危险品除外）；汽车配件的零售；国内贸易；货物及技术进出口（除危险品；法律、行政法规、国务院决定规定需要交通部门审批的，需取得相关批准文件方可经营）；供应链管理；代理报关；代理商检；电子商务平台技术开发；投资实业（具体项目另行申报）；物业管理；危险品运输。普通货运，货物专用运输(集装箱)；货物专业运输（冷藏保鲜）；仓储服务。危险品运输。
蓝天国际航空快递,None,0,None
龙枫国际快递,零售业,805万(元),服装零售；（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
联合快递,居民服务业,"2,050万(元)",国内快递（邮政企业专营业务除外）；仓储服务、货物配送、货运代办、运输信息服务；道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
陆本速递 LUBEN EXPRESS,None,0,None
龙邦物流,道路运输业,"1,000万(元)",国内快递（邮政企业专营业务除外）；陆路、海上、航空国际货物运输代理；国内货运代理；计算机软件开发；物流管理顾问服务；物流管理顾问服务；物流信息咨询服务；自有物业租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
联通快递,邮政业,50万(元),国内快递（邮政企业专营业务除外）（有效期至2020年9月8日）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
联合速运,道路运输业,200万(元),普通货运；货物专用运输（集装箱）；国内货运代理；物流信息咨询；装卸服务；仓储服务（不含冷库、不含危险化学品及一类易制毒化学品）；物流设备租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
LUCFLOW EXPRESS,None,0,None
民航快递,邮政业,"26,756万(元)",国内快递（信件除外）（快递业务经营许可证有效期至2020年09月28日）；国际快递（邮政企业专营业务除外）（快递业务经营许可证有效期至2020年09月28日）；普通货运，货物专用运输（冷藏保鲜）；货物进出口代理报关业务；空运货物包装、保税仓储、国际、国内航空客运销售和货运代理业务；五金交电、包装材料的销售；会议服务；经济信息咨询；仓储服务。（企业依法自主选择经营项目，开展经营活动；道路运输经营以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
美国快递,商务服务业,-,从事与隶属外国（地区）企业有关的非营利性业务活动。
美邦国际快递,零售业,805万(元),服装零售；（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
木春货运,装卸搬运和仓储业,"1,000万(元)","承办海运、空运、陆运国际货物运输代理服务；国内货物运输代理服务；物流信息咨询服务；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（依法须经批准的项目,经相关部门批准后方可开展经营活动）"
美快国际物流,批发业,200万(元),装卸搬运;道路货物运输代理;旅客票务代理;国际货运代理;货物检验代理服务;货物报关代理服务;联合运输代理服务;打包、装卸、运输全套服务代理;物流代理服务;仓储代理服务;服装零售;鞋零售;帽零售;箱、包零售;商品零售贸易（许可审批类商品除外）;互联网商品零售（许可审批类商品除外）;货物进出口（专营专控商品除外）;技术进出口;商品批发贸易（许可审批类商品除外）;国际快递业务;跨省快递业务;省内快递业务;
美通快递,多式联运和运输代理业,100万(元),其他仓储业（不含原油、成品油仓储、燃气仓储、危险品仓储）;装卸搬运;打包、装卸、运输全套服务代理;商品批发贸易（许可审批类商品除外）;省内快递业务;跨省快递业务;
马珂博逻,零售业,"1,725万(元)",电子商务（不得从事增值电信、金融业务），商务咨询，会务服务，展览展示服务，利用自有媒体发布广告，图文设计制作，从事货物进出口及技术进出口业务，针纺织品及原料、服装服饰、鞋帽、工艺品（象牙及其制品除外）、电子产品、家居用品、卫生用品、数码产品、皮革制品、体育用品、办公用品、金属制品、化妆品、家用电器、家具、乐器、照相器材、建材、计算机、软件及辅助设备、二类医疗器械、日用百货的销售，食品销售【商贸企业批发：预包装食品（不含冷藏冷冻食品）】，第二类增值电信业务中的在线数据处理与交易处理业务（仅限经营类电子商务不含互联网金融、网络预约出租汽车服务）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
明辉物流,道路运输业,"1,000万(元)",货运经营；普通货物仓储（不含危险化学品）、搬运装卸服务；家用电器销售、安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)
魔速达,软件和信息技术服务业,500万(元),一般经营项目是：网上从事计算机软硬件的技术开发；电子产品、文体用品、日用百货、工艺礼品、玩具、服装服饰、皮革制品、化妆品、办公用品、电脑配件、金属材料的网上销售；供应链管理及相关配套服务；国内、国际货运代理；从事装卸、搬运业务；物流配送信息系统、计算机及网络系统技术开发；物流方案设计；物流信息咨询；经营电子商务；国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：
猛犸速递,None,0,None
美泰物流,批发业,100万(元),国内货运代理。^集装箱运输；普通货物运输；仓储服务；国内快递代理。
明达国际速递,多式联运和运输代理业,300万(元),国际货运代理；国内货运代理；物流信息咨询；装卸服务；国内贸易；经营进出口业务。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。^速递业务。
明通国际速递,商务服务业,"1,000万(元)",对农业、工业、商业、建筑业、科研技术服务业、交通运输业、房地产业、居民服务业、能源开发项目、教育文化广播业的投资；商务管理咨询服务；企业管理咨询；房屋租赁；资产管理、投资管理（以上均不含期货、证券、金融信息咨询）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
能达速递,邮政业,50万(元),快递服务，五金交电、日用百货的销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
偌亚奥国际,None,0,None
能达速递,邮政业,50万(元),快递服务，五金交电、日用百货的销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
偌亚奥国际,多式联运和运输代理业,600万(元),一般经营项目是：承办陆运、空运进出口货物、国际展品、私人物品及过境货物的国际运输代理业务，包括：揽货、托运、订舱、仓储中转、集装箱拼装拆箱、结算运杂费、报关、报验、报检、保险、相关的短途运输服务及运输咨询业务，国内货运代理.，许可经营项目是：国际快递；普通货运。
诺尔国际物流,道路运输业,"3,000万(元)",道路货物运输，海上、公路、航空国际货物运输代理，国内货运代理，仓储（除危险品），会展会务服务，展览展示服务，代理报检，服装、箱包、日用百货、五金交电、电子产品、食用农产品的销售，商务咨询，汽车租赁。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
尼尔快递,邮政业,50万(元),邮政服务（具体经营项目以邮政管理部门审批文件或许可证为准）;省内快递业务;邮政代办业务;道路货物运输代理;
能装能送,机动车、电子产品和日用产品修理业,20万(元),供应链管理、普通货运、企业管理咨询、商品信息咨询、物业管理、清洁服务；家用电器、汽车配件、汽车装具、五金、计算机软硬件及辅助设备、电子产品、通讯设备、文具、日用品、家具、工艺美术品销售；家具安装、入户维修；装饰装修工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
南方传媒物流,None,0,None
OCS,计算机、通信和其他电子设备制造业,"5,613.49万(元)",研发设计和销售半导体分立器件、电力电子产品、汽车电子产品、自动仪表、电子元件、集成电路和应用软件，提供相关的技术咨询，从事货物及技术的进出口业务，投资咨询业务。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
欧亚专线,餐饮业,-,餐饮服务
欧洲UEX,None,0,None
PCA Express,None,0,None
平安达腾飞,邮政业,100万(元),一般经营项目是：国内货运代理；国内贸易。（法律、行政法规、国务院决定规定在登记前须批准的项目除外），许可经营项目是：国内快递；普通货运。
品骏快递,多式联运和运输代理业,"4,602.7867万(元)",跨省快递业务;省内快递业务;道路货物运输;广告业;会议及展览服务;邮政代办业务;航空货运代理服务;航空运输货物打包服务;企业管理服务（涉及许可经营项目的除外）;仓储代理服务;市场调研服务;道路货物运输代理;国际货运代理;汽车租赁;
鹏远国际速递,零售业,0.1万(元),百货、烟、酒、副食、糖、零售。
PostElbe,None,0,None
品信快递,娱乐业,500万(元),国内快递（邮政企业专营业务除外）；货物装卸服务；商务信息咨询；企业管理咨询（严禁涉及危险化学品、涉氨制冷业及国家限定违禁管制品）（不得在经开区内从事本区产业政策中限制类、禁止类行业）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
全一快递,None,0,None
秦邦快运,None,0,None
全速通国际快递,None,0,None
秦远物流,None,0,None
启辰国际物流,多式联运和运输代理业,500万(元),海上国际货物运输代理、陆路国际货物运输代理、航空国际货物运输代理，普通货物运输，货物专用运输（集装箱A），货物运输代理，仓储，日用百货、建筑装饰材料、五金交电的销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
千顺快递,邮政业,"1,000万(元)",国内快递。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
全时速运,道路运输业,50万(元),道路普通货物运输。（凭有效许可证核定的范围和期限经营）
全联速运,None,0,None
青云物流,装卸搬运和仓储业,"5,000万(元)","道路普通货物运输(凭有效许可证经营）；仓储服务（易制毒及危险化学品除外）；搬运服务；装卸服务；货运代理；物流信息咨询；商务信息咨询；计算机系统集成服务；计算机科技领域内的技术开发、技术咨询、技术服务、技术推广；基础软件服务；应用软件服务；设计、制作、代理、发布广告；软件开发；企业管理咨询；物联网科技领域内的技术开发；劳务服务（劳务派遣除外）；国内贸易；自营和代理各类商品和技术的进出口业务；文化艺术交流活动策划。（依法须经批准的项目,经相关部门批准后方可开展经营活动）"
签收快递,零售业,100万(元),销售：预包装食品、服装、鞋帽、五金配件、电子产品、机械配件、灯饰、水暖、建材（不含危险化学品）、金属制品、机电产品、化妆品、箱包、日用百货、针纺织品、玩具、纸尿裤；软件技术开发、技术转让、技术咨询、技术服务；国内货运代理；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
7E速递,None,0,None
全网物流,道路运输业,"1,000万(元)",货运经营；国内货运代理；物流信息咨询、商品流通信息咨询；仓储服务（不含危险化学品）；企业管理信息咨询服务；会议及展览服务；装卸搬运服务；网络技术开发；市场推广服务；企业形象策划服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)
日昱物流,None,0,None
日日顺物流,None,0,None
日日顺快线,None,0,None
容智快运,多式联运和运输代理业,"3,000万(元)",国内货运代理、国际货物运输代理；道路普通货运、道路货物专用运输、道路大型物件运输；国内快递、国际快递（邮政企业专营业务除外）；批发、零售、网上销售：电子产品、服装、农产品、建筑装饰材料；互联网上网服务；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；实业投资；物业管理及代理服务；清洁能源服务；计算机软件开发及维护服务；承接城市基础建设工程。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
日日通国际,None,0,None
睿和泰速运,医药制造业,"8,170.5万(元)",生产销售原料药、包装物品等(依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准)。
日日顺智慧物联,None,0,None
