company name,industry,registered,scale
天美快递,其他制造业,"30,000万(元)",创意服务，生产艺术包装用品（限分支机构经营）及相关产品设计，艺术陶瓷酒瓶的设计及销售，销售包装材料，金属材料及制品（除专控），从事货物及技术的进出口业务，珠宝首饰金银制品，徽章、邮册的设计、销售，国内贸易，市场营销策划，企业形象策划，装潢装饰工程设计，商务信息咨询，自有房屋租赁，餐饮服务 ，物业管理，市场信息咨询与调查（不得从事社会调查、社会调研、民意调查、民意测验），摄影服务，礼仪服务，赛事活动策划，公关活动策划，婚庆礼仪服务，建筑装修装饰建设工程专业施工，从事陶瓷、包装、玻璃、纸张、金属科技领域内的技术开发、技术转让、技术咨询、技术服务，从事日用百货、服装服饰、文化办公用品（纸制品）、包装材料、陶瓷制品、工艺品（象牙及其制品除外）、五金交电、电子产品、计算机软硬件及配件的设计、生产及销售，食品销售，从事塑料制品、金属制品、酒店设备、家具（办公家具、家具用品）、服装服饰、鞋帽、纸制品、五金机械、玻璃制品、各类线带的设计、生产及销售，广告设计、制作、代理、发布，包装设计，包装装潢印刷，其他印刷品印刷 。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
同舟行物流,多式联运和运输代理业,500万(元),汽车货运代理、仓储服务；货物包装；搬运装卸服务（国家有专项规定的项目经审批后或凭有效的许可证方可经营）；普通货运（经营期限与许可证核定的期限一致）
腾达速递,邮政业,50万(元),国内快递（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
泰国138,None,0,None
通达兴物流,道路运输业,500万(元),国内货物代理、国际货运代理、供应链管理、物流信息咨询；国内贸易，货物及技术进出口。(法律、行政法规、国务院决定规定在经营前须经批准的项目除外）^仓储服务；普通货运。
淘韩国际快递,批发业,-,鞋 批发（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
特急送,道路运输业,100万(元),国内快递（邮政企业专营业务除外）；普通货物运输；小件货物代理（限分支机构经营）；仓储服务（不含易燃易爆易毒危险品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
天天快物流,装卸搬运和仓储业,200万(元),普通货运（凭许可证经营），人工装卸，货运代理，仓储（除危险品），国内快递（邮政企业专营业务除外，凭许可证经营），汽车租赁，物流信息咨询、商务信息咨询（上述咨询均不得从事经纪）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
天马迅达,商务服务业,500万(元),网上销售：预包装食品、农副产品、家具、五金交电；提供会展服务；物业管理；经营本企业自有产品的进出口业务。
天翔快递,邮政业,500万(元),国内快递（邮政企业专营业务除外），设计、制作、代理、发布国内各类广告，食品经营，票务代理，商务信息咨询（涉及前置许可的除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
同城快寄,商务服务业,"200,000万(元)",投资兴办实业（具体项目另行申报）；市场营销策划、投资咨询及其它信息咨询（不含人才中介服务、证券及限制项目）；供应链管理；资产管理、资本管理、投资管理（不得从事信托、金融资产管理、证券资产管理等业务）。^
驼峰国际,科技推广和应用服务业,200万(元),航空机票销售代理；技术开发、技术服务、技术咨询、技术转让； 旅游信息咨询；设计、制作、代理、发布广告；承办展览展示；组织文化艺术交流；会议服务；水污染治理；大气污染治理；销售机械设备、电子产品、仪器仪表、针纺织品、金属材料、五金交电、计算机、软件及辅助设备、文化用品、工艺品、日用品、建筑材料。(领取本执照后，应到中国航空运输协会取得行政许可。；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
TransRush,批发业,"2,352.4958万(元)",一般经营项目是：计算机软硬件的技术开发；货物及技术进出口(不含进口分销）。，许可经营项目是：
TST速运通,None,0,None
泰国中通CTO,None,0,None
泰国中通ZTO,None,0,None
铁中快运,道路运输业,600万(元),道路普通货物运输；仓储服务（不含危险化学品、民用爆炸品、放射性物品、核能物质）；搬运装卸服务；货运代理；物流信息咨询服务；货物的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
TCXB国际物流,None,0,None
淘布斯国际物流,道路运输业,500万(元),一般经营项目是：海上、航空、陆路国际货物运输代理业务，国内货运代理，代理报关业务，代理报检业务，国内贸易（不含专营、专卖、专控商品）；投资兴办实业（具体项目另行申报）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
泰进物流,多式联运和运输代理业,100万(元),第三方物流服务，道路货物运输，人力装卸服务，仓储管理（除危险化学品），货运代理，会务服务，展览展示服务，软件开发，商务咨询，从事货物及技术的进出口业务，日用百货、电子产品、计算机、软件及辅助设备的销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
UPS快递查询,多式联运和运输代理业,"1,000万(美元)",为UPS航空公司、货代公司和货主提供进出港货物、快件在上海浦东国际机场UPS转运中心内的处理服务，包括货运商务文件处理、收货、交接、过磅、仓储、装拆板、配载、出货、场内搬运、信息处理、查询，以及上述业务的配套服务；承办海运、陆运、空运进出口货物、国际展品、私人物品及过境货物运输代理，包括：揽货、托运、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费；报关、报验，相关的短途运输服务及运输咨询业务。航空地面服务中的货物与邮件服务，国际快递（不含私人信函和县级以上党政军机关公文的寄递业务。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
UPS快递查询,多式联运和运输代理业,"1,000万(美元)",为UPS航空公司、货代公司和货主提供进出港货物、快件在上海浦东国际机场UPS转运中心内的处理服务，包括货运商务文件处理、收货、交接、过磅、仓储、装拆板、配载、出货、场内搬运、信息处理、查询，以及上述业务的配套服务；承办海运、陆运、空运进出口货物、国际展品、私人物品及过境货物运输代理，包括：揽货、托运、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费；报关、报验，相关的短途运输服务及运输咨询业务。航空地面服务中的货物与邮件服务，国际快递（不含私人信函和县级以上党政军机关公文的寄递业务。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
UC优速快递,商务服务业,"6,022.0458万(元)",报关业务，国内快递（邮政企业专营业务除外），道路货物运输，货物运输代理，仓储服务（除危险化学品），国际货物运输代理，供应链管理，广告设计、制作、代理、发布，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
UCS（合众速递）,None,0,None
USPS美国邮政,None,0,None
UEQ快递,None,0,None
UEX国际物流,None,0,None
UTAO 优到,批发业,500万(元),供应链管理；计算机软件开发；电子商务信息咨询（不含国家规定须经审批的项目）；互联网信息服务（不含增值电信业务）；计算机网络技术开发、技术咨询、技术服务；计算机网络系统集成；货物进出口、技术进出口（法律、行政法规禁止的不得经营，法律、行政法规限制经营的，取得许可证后方可经营）；代理报关、报检；仓储服务（不含危险化学品）；国际货运代理；经营其他无需行政审批即可经营的一般经营项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
万家物流,道路运输业,"2,000万(元)",道路货物运输（货物专用运输（冷藏、保鲜），普通货运，除危险化学品），国内货运代理，国际货物运输代理，企业管理咨询，仓储（除危险品、成品油），建筑装潢材料，金属材料，日用百货销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
万家通,软件和信息技术服务业,300万(元),计算机网络工程；安防工程；计算机软、硬件的设计和技术开发；数据库及计算机网络服务；网站建设与维护；计算机咨询；销售：计算机及配件，办公耗材，办公用品，办公设备，教学设备，电教器材，通信器材，电子产品，数码产品，家用电器，五金交电，灯具；网上销售：计算机及配件，办公耗材，办公用品，办公设备，教学设备，电教器材，通信器材，电子产品，数码产品，家用电器，五金交电，灯具，纺织品，针织品，服装，鞋帽，箱、包，小物品，眼镜，化妆品，卫生用品，厨房、卫生间用具，日用百货。
万家物流,道路运输业,"2,000万(元)",道路货物运输（货物专用运输（冷藏、保鲜），普通货运，除危险化学品），国内货运代理，国际货物运输代理，企业管理咨询，仓储（除危险品、成品油），建筑装潢材料，金属材料，日用百货销售。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
万家通,软件和信息技术服务业,300万(元),计算机网络工程；安防工程；计算机软、硬件的设计和技术开发；数据库及计算机网络服务；网站建设与维护；计算机咨询；销售：计算机及配件，办公耗材，办公用品，办公设备，教学设备，电教器材，通信器材，电子产品，数码产品，家用电器，五金交电，灯具；网上销售：计算机及配件，办公耗材，办公用品，办公设备，教学设备，电教器材，通信器材，电子产品，数码产品，家用电器，五金交电，灯具，纺织品，针织品，服装，鞋帽，箱、包，小物品，眼镜，化妆品，卫生用品，厨房、卫生间用具，日用百货。
威时沛运,多式联运和运输代理业,"6,420万(元)",货物检验代理服务;打包、装卸、运输全套服务代理;货物报关代理服务;物流代理服务;仓储代理服务;道路货物运输代理;商品批发贸易（许可审批类商品除外）;货物进出口（专营专控商品除外）;技术进出口;
微转运,互联网和相关服务,100万(元),信息技术培训、网络技术咨询服务；广告设计、制作、发布服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）
万通快递,邮政业,50万(元),国内快递（邮政企业专营业务除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
渥途国际速运,None,0,None
豌豆物流,批发业,"5,000万(元)",一类医疗器械、二类医疗器械、计算机软件、保健食品、保健品、预包装食品、婴幼儿配方乳粉、三类医疗器械、日用品的销售；一类医疗器械、二类医疗器械、三类医疗器械的研发；化妆品及卫生用品、医疗用品及器材的零售；医疗器械技术推广服务；基础软件开发；版权服务；软件服务；著作权代理；药品、医疗器械互联网交易服务；专利代理服务；供应链管理与服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
万家康物流,零售业,300万(元),农产品的销售、物流配送、仓储及代购代销，农产品电商销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
维普恩物流,多式联运和运输代理业,600万(元),国际航空、海上、陆路货物运输代理，普通货运，国内货物运输代理，人工装卸，自有设备租赁（不得从事金融租赁），仓储服务（除危险品），商务信息咨询（除经纪），物流科技领域内的技术咨询。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
51跨境通,None,0,None
万达美,批发业,"1,000万(元)",网上贸易代理；食品经营（未取得相关行政许可（审批），不得开展经营活动）；广告设计；网页设计；软件开发；计算机软硬件技术咨询、技术转让；计算机系统集成；销售计算机软硬件、日用品、服装鞋帽、针纺织品、工艺美术品、玩具、化妆品、文化体育用品（不含图书、报刊、音像制品和电子出版物）、水果、水产品；货物及技术进出口；国际货物运输代理；计算机软件技术开发、技术服务；数据处理；仓储服务（不含危险化学品）；（依法须经批准的项目，经相关部门批准后方可开展经营）。
沃埃家,软件和信息技术服务业,"1,269.8413万(元)",软件开发;信息系统集成服务;信息技术咨询服务;信息电子技术服务;物流代理服务;打包、装卸、运输全套服务代理;仓储代理服务;其他仓储业（不含原油、成品油仓储、燃气仓储、危险品仓储）;家具安装;家具和相关物品修理;家庭服务;商品批发贸易（许可审批类商品除外）;供应链管理;道路货物运输;
潍鸿,批发业,50万(元),计算机软件、信息系统软件的开发、销售；信息系统设计、集成、运行维护；信息技术咨询；集成电路设计、研发；服装、纺织品、针织品、日用百货、文化用品、体育用品、建材、机械设备、五金产品、电子产品批发、零售；计算机、软件及辅助设备的销售；会展服务；企业营销策划；市场营销策划；经营电子商务；国内贸易；经营进出口业务。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）^
万运国际快递,批发业,-,鞋 批发（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
武汉优进汇,多式联运和运输代理业,500万(元),供应链管理(法律、行政法规、国务院决定禁止的项目除外、限制的项目须取得许可后方可经营不含限制项目)；网络科技、计算机科技领域内的技术开发、技术咨询、技术服务、技术转让；货物进出口、技术进出口、代理进出口（不含国家禁止或限制进出口的货物或技术）；预包装食品批发（凭许可证在核定期限内经营）；国际货运代理（不含道路运输）；数据处理和存储服务。（依法须经审批的项目，经相关部门审批后方可开展经营活动）
迅达速递,机动车、电子产品和日用产品修理业,50万(元),货运代理、仓储服务、国内快递（邮政企业专营业务除外）。
信丰物流,道路运输业,"1,000万(元)",国内货物运输代理；计算机软件开发、有关物流管理的咨询服务，仓储服务。国内快递；普通货运、配载、货物包装。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
喜来快递,邮政业,"6,000万(元)",国内快递（邮政企业专营业务除外）；市场调研；商务信息咨询；会展服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
新顺丰（NSF）,None,0,None
新速航,商务服务业,"90,000万(元)",会务服务；商务咨询，信息服务；旅游用品及工艺品（象牙及其制品除外）批发零售、承接各类广告设计、制作，互联网信息服务，酒店管理（除餐饮管理），餐饮信息服务；利用自有媒体发布广告；电子商务（不得从事金融业务），计算机技术服务，会展服务，国内航线、国际航线或者香港、澳门、台湾地区航线的航空客运销售代理业务，保险兼业代理业务（保险公司授权代理范围），电信业务 。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
西邮寄,其他金融业,"3,000万(元)",预付卡发行与受理。（支付业务许可证有效期至2017年6月26日）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
新杰物流,多式联运和运输代理业,"8,000万(元)",一类货运代理，货物包装，货物装卸，仓储，商务咨询，企业管理策划，国际海上运输代理服务，国际公路运输代理服务，全国联运货物业务，货物运输保险代理，普通货运，货物专用运输（冷藏保鲜），道路危险货物运输【第三类（易燃液体），第四类（易燃固体），除剧毒品】，货物专用运输（集装箱A），电子产品、日用百货、建材、五金交电、汽车配件的批发，自有汽车租赁，实验仪器与耗材、生物试剂（除医用、兽用生物试剂和药品外）、化学试剂（危险品除外），所有第二类医疗器械（不含体外诊断试剂）经营，第三类医疗器械（口腔科材料）经营。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
心怡物流,道路运输业,50万(元),普通货运；仓储（不含易燃易爆及国家违禁物品）；货物装卸；国内道路运输代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动），
新时速物流,道路运输业,"1,000万(元)",道路货物运输（普通货运；货物专用运输（集装箱），除危险化学品），国内货物运输代理，仓储服务（除危险化学品），搬运服务，装卸服务，汽摩配件，五金交电，木制品，日用百货销售 。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
翔腾物流,道路运输业,"1,000万(元)",普通货运、货运配载、货运代理。（以上经营范围须取得相关行政许可后方可开展经营活动）；仓储（不含危险品）。电器销售，钢材销售，日用百货销售；搬运装卸服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
西翼物流,软件和信息技术服务业,"2,050万(元)",计算机、网络科技专业领域内的技术服务、技术咨询、技术开发、技术转让，呼叫中心业务、信息服务业务，系统集成，货运代理，物流服务，货物与技术的进出口，市场营销策划，投资咨询，商务咨询（除经纪），广告设计、制作、利用自有媒体发布广告，智能卡的开发及其生产设备的销售，计算机软硬件、金属材料、机电设备、化工产品（除危险品）、建筑装潢材料、车辆配件、橡胶制品、木材、五金交电、百货、针纺织品的销售，通信产品、网络设备、计算机软件的技术开发与销售，电子产品及设备、移动电话机的生产（仅限分支机构经营）、研发和销售，银行卡终端（POS机）设备销售、租赁、安装、维护，电子商务（不得从事金融业务）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
小熊物流,科技推广和应用服务业,"3,200万(元)",技术推广服务；销售家用电器、电子产品、计算机、软件及辅助设备、机械设备、通讯设备、五金交电（不含电动自行车）、日用品、建筑材料、金属材料、服装、首饰、文具用品、体育用品；软件开发；经济贸易咨询；企业管理咨询；财务咨询（不得开展审计、验资、查账、评估、会计咨询、代理记账等需经专项审批的业务，不得出具相应的审计报告、验资报告、查账报告、评估报告等文字材料。）；市场调查；投资咨询；企业策划；经济贸易咨询；会议及展览服务；设计、制作、代理、发布广告；工艺美术设计；货物进出口；代理进出口；技术进出口；产品设计；技术研发；第二类增值电信业务中的信息服务业务（仅限互联网信息服务）（互联网信息服务不含新闻、出版、教育、医疗保健、药品和医疗器械，含电子公告服务）（电信与信息服务业务经营许可证有效期至2019年12月26日）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
西安运逸快递,商务服务业,100万(元),许可经营项目：国内快递（邮政企业专营业务除外）、普通货物运输。(凭许可证明文件、证件在有效期内经营；未经许可不得经营） 一般经营项目：
星空国际,生态保护和环境治理业,"110,000万(元)",大气污染治理；风沙治理、光伏发电、网络、卫星通信、土地平整、防沙固沙、环保、新能源技术开发；污水处理；环境保护监测。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
雪域快递,机动车、电子产品和日用产品修理业,"1,000万(元)",国内快递（邮政企业专营业务除外）货物联运、货物配送、货物中转、货运代办、中、小件物资运输（依法须经批准的项目，经相关部门批准后方可开展经营活动）违禁品除外
西游寄,农业,"2,005.18万(元)",稻谷种植;水产品批发;鲜肉批发（仅限猪、牛、羊肉）;玉米种植;豆类种植;蔬菜种植;花卉种植;水果种植;谷物、豆及薯类批发;花卉作物批发;水果批发;蔬菜批发;冷冻肉批发;蛋类批发;生鲜家禽批发;水果零售;蔬菜零售;冷冻肉零售;蛋类零售;零售鲜肉（仅限猪、牛、羊肉）;水产品零售;农业技术推广服务;农业技术开发服务;农业技术咨询、交流服务;农产品初加工服务;货物进出口（专营专控商品除外）;商品批发贸易（许可审批类商品除外）;餐饮管理;生物防治技术推广服务;收购农副产品;餐饮配送服务;预包装食品批发;散装食品批发;中餐服务（仅限分支机构经营）;预包装食品零售;散装食品零售;快餐服务（仅限分支机构经营）;
xLobo,装卸搬运和仓储业,527万(元),供应链管理，在信息技术领域内的技术开发、技术咨询、技术转让、技术服务，计算机软件开发（电子出版物、音像制品除外），商务信息咨询，海上、航空、公路国际货物运输代理（船舶代理除外），电子产品的批发、网上零售、进出口、佣金代理（拍卖除外）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
迅速快递,多式联运和运输代理业,50万(元),寄递业务（信件和其他具有信件性质的物品除外），商务信息咨询，销售五金交电、建筑材料、化工原料及产品（除危险品）、玩具、纺织原料、针纺织品、化妆品、文化办公用品、劳防用品（除特种）、工艺礼品、花卉。（涉及许可经营的凭许可证经营）。
香港伟豪国际物流,None,0,None
鑫远东速运,道路运输业,100万(元),法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（道路货物运输，货运代理，仓储服务（不含危险化学品），汽车修理及汽车配件销售。）
新元国际,商务服务业,50万(元),企业管理、科技、项目、工程、规划、投资、金融、资信评级、市场营销的咨询，技术培训，经济信息咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
圆通速递,邮政业,"82,122.1341万(元)",国内、国际快递（邮政企业专营业务除外），国际货物运输代理，普通货运，仓储服务（除危险化学品），商务咨询，企业管理咨询，物流科技、信息科技专业领域内的技术开发、技术咨询、技术服务、技术转让，汽车租赁，广告设计、制作、代理、发布。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
韵达快递,邮政业,"18,527.8277万(元)",国内快递、代理国际快递（邮政企业专营业务除外），普通货运、货运代理、仓储服务，国际货物运输代理，搬运装卸服务，快递业务咨询，实业投资，商务信息咨询，自有房屋租赁，汽车租赁，信息科技专业领域内的技术开发、技术服务、技术咨询，设计、制作、代理各类广告，利用自有媒体发布各类广告，从事货物及技术的进出口业务。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
韵达美国件,None,0,None
邮政国内,邮政业,"13,760,000万(元)",国内、国际邮件寄递业务；邮政汇兑业务，依法经营邮政储蓄业务；机要通信业务和义务兵通信业务；邮票发行业务；第二类增值电信业务中的国内呼叫中心业务、信息服务业务（不含互联网信息服务）；图书、报纸、期刊、电子出版物、音像制品批发、零售、网上销售（有效期至2022年04月30日）；各类邮政代理业务；报刊等出版物发行业务；邮政物流、电子邮件等新兴业务；邮政软件开发；电子商务；邮政用品及通讯设备销售；邮政工程规划及邮政器材销售；邮政编码信息和经济技术业务开发、咨询与服务；自有房屋租赁；广告业务；仓储服务；会务、礼仪服务及咨询；农业生产资料、农副产品、百货的销售。保险兼业代理（限分支机构经营）；住宿、餐饮服务、预包装食品、酒类的批发零售（仅限分支机构经营）；电影票务代理；文艺演出票务代理；承办展览展示；组织文化艺术交流活动(不含演出)；体育运动项目经营（高危险性体育项目除外)；创意服务；国内旅游业务；入境旅游业务。（企业依法自主选择经营项目，开展经营活动；国内旅游业务、入境旅游业务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
邮政国际,邮政业,"82,122.1341万(元)",国内、国际快递（邮政企业专营业务除外），国际货物运输代理，普通货运，仓储服务（除危险化学品），商务咨询，企业管理咨询，物流科技、信息科技专业领域内的技术开发、技术咨询、技术服务、技术转让，汽车租赁，广告设计、制作、代理、发布。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
邮政EMS速递,研究和试验发展,50万(元),材料化工技术的研究、开发及相关的技术服务、技术咨询、技术转让；化工原料及产品的购销；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
运通快递,其他服务业,50万(元),国内快递（邮政企业专营业务除外，凭《快递业务经营许可证》经营，有效期至2022年10月25日）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
宇鑫物流,装卸搬运和仓储业,"10,000万(元)",道路普通货物运输、物流服务、货物包装、货运代理、货运信息咨询；货运停车场、货物中转、仓储服务（易燃易爆及危险化学品除外）；技术服务；装卸、人工搬运；销售：机电产品、建材、五金工具、百货、化工产品（易燃易爆及危险有毒化学品除外）；房屋租赁。
远成物流,道路运输业,"35,914.1553万(元)",道路普通货运；在上海市普陀区桃浦镇616街坊15/1地块内从事仓储设施的建设和经营，货物的包装加工；国内货物运输代理业务；承办海运、陆运、空运进出口货物的国际货物运输代理业务，包括：揽货、订舱、托运、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、报检、保险。物流信息处理服务及物流技术咨询服务，企业管理咨询，投资咨询。物流信息系统软件的开发制作，销售自产产品。五金交电、机电设备、电脑及配件的批发。（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
优速快递,邮政业,50万(元),国内快递（邮政企业专营业务除外），货物运输代理，仓储服务（除危险化学品）。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
越丰物流,道路运输业,"1,000万(元)",道路普通货物运输；仓储服务（不含危险品)；铁路小件货物快运；货运配载；装卸搬运（不含危险品)；承办海运、陆运、空运进出口货物的国际运输代理业务（包括：揽货、托运、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、相关的短途运输代理服务及运输咨询业务)；货运代理；船舶运输代理；供应链管理；机械设备的租赁（不含融资租赁)；会务服务；设计、制作、发布、代理国内外各类广告；数据处理和存储服务；计算机软、硬件的技术咨询、技术转让、技术服务；企业管理咨询(不含投资咨询、不含教育咨询)；家居用品、保健器材、办公用品、日用品、家用电器、礼品、建材的销售；家用电器、家具、健身器材的安装、维修；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动）
源安达快递,邮政业,50万(元),服务：国内快递（邮政企业专营业务除外）（凭有效的《快递业务经营许可证》经营），普通货运（凭有效的《道路运输经营许可证》经营），货物运输代理（不含危险品等特种货物运输代理），货运信息咨询。
原飞航物流,多式联运和运输代理业,"10,900万(元)",一般经营项目是：承办陆运、空运进出口货物的国际运输代理业务，包括：揽货、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、保险、相关的短途运输服务及咨询业务；国内货运代理；从事国际航线或香港、澳门、台湾地区航线、国内航线（除香港、澳门、台湾地区航线外）的航空货运销售代理业务（按许可证期限经营及危险品除外）。，许可经营项目是：国内、国际快递；普通货运；无船承运；城市配送服务；网络货运。
亚风速递,道路运输业,50万(元),跨省快递业务;省内快递业务;道路货物运输代理;打包、装卸、运输全套服务代理;物流代理服务;仓储代理服务;
邮必佳,化学原料和化学制品制造业,"1,820万(美元)",从事胶粘剂（不饱和聚酯树脂、饱和聚酯树脂、环氧乙烯基树脂）的生产及加工，销售自产产品并提供产品相关技术服务；从事不饱和聚酯树脂原料、饱和聚酯树脂及其原料（不包含危险化学品）的批发、佣金代理（拍卖除外）及进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理的商品的，按国家有关规定办理申请）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
英脉物流,道路运输业,"1,000万(元)",普通货运；仓储（除专项），停车场库经营，货运代理。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
云豹国际货运,邮政业,500万(元),服务：航空、陆路国际货运代理，代理报关、报检，仓储服务（除化学危险品及易制毒化学品）；货物进出口（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营）；其他无需报经审批的一切合法项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
云南中诚,批发业,"5,000万(元)",矿产品销售（国家禁限制除外）；房屋建筑工程、市政公用工程、土石方工程、地基与基础工程、建筑装修装饰工程施工；建筑劳务分包；建筑机械设备、钢模扣件租赁；建筑材料、五金交电销售；普通货物道路运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
永昌物流,软件和信息技术服务业,"1,000万(元)",大件运输；货物专用运输（集装箱）；普通货运；信息配载；货物中转；仓储服务（不含危险化学品、易制毒品、易燃易爆品）以及其他按法律、法规、国务院决定等规定未禁止和不需要经营许可的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
优速通达,多式联运和运输代理业,500万(元),货运代理；普通货运（道路运输经营许可证有效期至2019年08月25日）；销售通讯器材、日用品；设计、制作、代理、发布广告；承办展览展示。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
优莎速运,化学原料和化学制品制造业,"3,000万(元)",农药、水溶肥料、有机肥、菌肥、复合肥、土壤调理剂的生产、销售；农业新技术开发、技术推广、技术咨询，从事货物及技术的进出口业务。
易客满,装卸搬运和仓储业,588.24万(元),仓储（化学危险品及易制毒品除外）；普通货运；国际货运代理（海、陆、空）；打包、装卸、搬倒服务；空车配货；从事国家法律法规允许的进出口业务；代理报关、报检业务；代理国际快递（邮政企业专营业务除外）；软件开发与销售；软件技术服务、技术转让、技术咨询；汽车租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
英超物流,道路运输业,100万(元),货运信息配载；普通货运；装卸搬运（依法须经批准的项目，经相关部门批准后方可开展经营活动）
远洋国际,房屋建筑业,"60,000万(元)",建筑施工总承包、建筑装饰与装修、建筑工程安装、建筑工程设计和咨询；工程建设咨询、工程技术咨询；销售建筑材料、建筑设备、机电设备；货物进出口、技术进出口、代理进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
一号仓,None,0,None
远成快运,None,0,None
一号线,道路运输业,"30,000万(元)",青岛市地铁一号线工程投融资、建设、运营与管理；基础设施、公共设施项目的工程建设管理，招标与货物采购、技术服务；土地整理与开发；房地产开发；城市轨道交通相关资源的综合开发及管理；物业管理；国内广告业务；货物和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
壹品速递,邮政业,500万(元),国内快递（邮政企业专营业务除外）（在该许可的有效期内从事经营）；道路普通货物运输，仓储服务；电子产品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）
易达通快递,邮政业,50万(元),国内快递（邮政企业专营业务除外）【南开区（代理韵达）】；搬家服务；国内货运代理服务；代办车务手续；家政服务；保洁服务；会务服务。（以上经营范围涉及行业许可的凭许可证件，在有效期限内经营，国家有专项专营规定的按规定办理。）
